Game_name,Game_platform,Game_release_date,Game_developer,Game_distribution,Game_genre,Critic_score_0_100,Critic_num_reviews,User_score_0_10,User_num_reviews,Link
Dune: Spice Wars,PC,2023-09-14,Shiro Games,Funcom,4X Strategy,73.0,21.0,6.3,40.0,/game/dune-spice-wars/
Dungelot: Shattered Lands,PC,2016-02-18,Red Winter Software,tinyBuild,Turn-Based Tactics,78.0,10.0,6.9,10.0,/game/dungelot-shattered-lands/
Dungeon Defenders,PlayStation 3,2011-10-19,Trendy Entertainment,Trendy Entertainment,Defense,77.0,38.0,7.0,56.0,/game/dungeon-defenders/
Dungeon Defenders: Awakened,Nintendo Switch,2020-05-28,Chromatic Games,Chromatic Games,Defense,74.0,8.0,7.3,6.0,/game/dungeon-defenders-awakened/
Dungeon Encounters,PC,2021-10-14,Cattle Call,Square Enix,JRPG,81.0,14.0,6.8,17.0,/game/dungeon-encounters/
Dungeon Explorer: Warriors Of Ancient Arts,PSP,2008-02-15,Hudson Soft,Hudson Entertainment,RPG,56.0,13.0,7.8,5.0,/game/dungeon-explorer-warriors-of-ancient-arts/
Dungeon Fighter Live: Fall Of Hendon Myre,Xbox 360,2012-07-13,Nexon,Microsoft Game Studios,Action RPG,53.0,10.0,7.5,17.0,/game/dungeon-fighter-live-fall-of-hendon-myre/
Dungeon Hearts,PC,2013-03-28,Cube Roots,Devolver Digital,Matching Puzzle,73.0,8.0,6.4,23.0,/game/dungeon-hearts/
Dungeon Hunter: Alliance,PlayStation 3,2012-02-15,Ubisoft,Ubisoft,Action RPG,49.0,34.0,6.4,68.0,/game/dungeon-hunter-alliance/
Dungeon Keeper / Dungeon Keeper 2,PC,,Bullfrog Productions,Electronic Arts,Compilation,,,,,https://www.metacritic.com/game/dungeon-keeper-dungeon-keeper-2
Dungeon Lords (2005),PC,2005-05-05,Heuristic Park,DreamCatcher Interactive,Action RPG,45.0,28.0,6.5,20.0,/game/dungeon-lords-2005/
Dungeon Maker: Hunting Ground,PSP,2007-06-19,Global A,XSEED Games,Action RPG,70.0,18.0,7.3,20.0,/game/dungeon-maker-hunting-ground/
Dungeon Munchies,PC,2022-07-28,maJAJa,Chorus Worldwide,Action RPG,54.0,8.0,,,/game/dungeon-munchies/
Dungeon Runners,PC,2008-07-02,NCSOFT,NCSOFT,MMORPG,74.0,16.0,,,/game/dungeon-runners/
Dungeon Siege,PC,2002-03-31,Gas Powered Games,Microsoft Game Studios,Action RPG,86.0,29.0,7.8,270.0,/game/dungeon-siege/
Dungeon Siege Ii,PC,2005-08-16,Gas Powered Games,Microsoft Game Studios,Action RPG,80.0,51.0,7.8,185.0,/game/dungeon-siege-ii/
Dungeon Siege Ii: Broken World,PC,2006-08-04,Gas Powered Games,2K Games,Action RPG,62.0,28.0,7.6,25.0,/game/dungeon-siege-ii-broken-world/
Dungeon Siege Iii,PlayStation 3,2011-06-21,Obsidian Entertainment,Square Enix,Action RPG,72.0,55.0,5.9,116.0,/game/dungeon-siege-iii/
Dungeon Siege: Legends Of Aranna,PC,2003-11-11,Mad Doc Software,Microsoft Game Studios,Action RPG,73.0,27.0,7.8,38.0,/game/dungeon-siege-legends-of-aranna/
Dungeon Siege: Throne Of Agony,PSP,2006-10-30,SuperVillain Studios,Take-Two Interactive,Action RPG,74.0,32.0,7.7,33.0,/game/dungeon-siege-throne-of-agony/
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2015-08-18,Aqua Plus,Atlus,Western RPG,73.0,19.0,8.5,48.0,/game/dungeon-travelers-2-the-royal-library-and-the/
Dungeon Twister,PlayStation 3,2012-07-03,Hydravision,Hydravision,Turn-Based Strategy,49.0,8.0,4.8,9.0,/game/dungeon-twister/
Dungeon Of The Endless,PC,2014-10-27,Amplitude Studios,Sega,Real-Time Strategy,79.0,29.0,7.9,222.0,/game/dungeon-of-the-endless/
Dungeonland,PC,2013-01-29,Critical Studio,Paradox Interactive,MOBA,67.0,17.0,7.5,106.0,/game/dungeonland/
Dungeons,PC,2011-02-10,Realmforge Studios,Kalypso,Strategy,65.0,35.0,4.7,110.0,/game/dungeons/
Dungeons & Dragons Heroes,Xbox,2003-09-17,Atari SA,Atari SA,Action RPG,72.0,33.0,6.0,8.0,/game/dungeons-and-dragons-heroes/
Dungeons & Dragons Online: Stormreach,PC,2006-02-28,Turbine Inc.,Atari SA,MMORPG,74.0,33.0,6.6,40.0,/game/dungeons-and-dragons-online-stormreach/
Dungeons & Dragons Tactics,PSP,2007-08-14,Kuju Entertainment,Atari SA,Turn-Based Strategy,58.0,38.0,7.1,13.0,/game/dungeons-and-dragons-tactics/
Dungeons & Dragons: Chronicles Of Mystara,Xbox 360,2013-06-19,Iron Galaxy Studios,Capcom,Compilation,77.0,28.0,5.9,21.0,/game/dungeons-and-dragons-chronicles-of-mystara/
Dungeons & Dragons: Daggerdale,PC,2011-05-25,Bedlam Games,Atari SA,Action RPG,46.0,43.0,5.0,54.0,/game/dungeons-and-dragons-daggerdale/
Dungeons & Dragons: Dark Alliance,PC,2021-06-22,Tuque Games,Wizards of the Coast,RPG,53.0,39.0,3.2,130.0,/game/dungeons-and-dragons-dark-alliance/
Dungeons & Dragons: Dragonshard,PC,2005-10-02,Liquid Entertainment,Atari SA,Real-Time Strategy,80.0,24.0,7.8,39.0,/game/dungeons-and-dragons-dragonshard/
Dungeons & Dragons: Eye Of The Beholder,Game Boy Advance,2002-10-30,Pronto Games,Infogrames,JRPG,57.0,9.0,7.7,9.0,/game/dungeons-and-dragons-eye-of-the-beholder/
Dungeons 2,PC,2015-04-24,Realmforge Studios,Kalypso,Strategy,70.0,24.0,7.2,103.0,/game/dungeons-2/
Dungeons 3,PC,2017-10-13,Realmforge Studios,Kalypso,Strategy,75.0,17.0,7.6,85.0,/game/dungeons-3/
Dungeons 4,Xbox Series X,2023-11-09,Realmforge Studios,Kalypso,Strategy,74.0,12.0,8.2,13.0,/game/dungeons-4/
Dungeons Of Aether,PC,2023-02-28,Dan Fornace,Dan Fornace,Turn-Based Strategy,,,,,https://www.metacritic.com/game/dungeons-of-aether
Dungeons Of Dredmor,PC,2011-07-13,Gaslamp Games,Gaslamp Games,Roguelike,79.0,18.0,7.6,220.0,/game/dungeons-of-dredmor/
Dungeons Of Hinterberg,Xbox Series X,2024-07-18,Microbird Games,Curve Digital,Action Adventure,,,,,https://www.metacritic.com/game/dungeons-of-hinterberg
Dusk Diver,Nintendo Switch,2019-10-29,JFi Games,PQube,Action RPG,64.0,7.0,7.0,14.0,/game/dusk-diver/
Dusk Diver 2,Nintendo Switch,2022-08-30,Wanin International,Idea Factory,3D Beat-'Em-Up,60.0,10.0,,,/game/dusk-diver-2/
Duskers,PC,2016-05-18,Misfits Attic,Misfits Attic,Strategy,83.0,13.0,6.5,24.0,/game/duskers/
Dust & Neon,PC,2023-02-16,Rogue Games,Rogue Games,Top-Down Shoot-'Em-Up,63.0,7.0,7.6,7.0,/game/dust-and-neon/
Dust: An Elysian Tail,PC,2012-08-15,Humble Hearts,Microsoft Game Studios,Metroidvania,83.0,59.0,8.0,173.0,/game/dust-an-elysian-tail/
Dustforce,PC,2012-01-17,Hitbox,Hitbox,2D Platformer,79.0,35.0,7.5,115.0,/game/dustforce/
Dustoff Z,PC,2020-10-15,Invictus,Zordix,Horizontal Shoot-'Em-Up,66.0,7.0,,,/game/dustoff-z/
Dusty Revenge,PlayStation 3,2013-07-08,PD Design Studio Pte Ltd,PD Design Studio Pte Ltd,2D Platformer,64.0,7.0,6.6,18.0,/game/dusty-revenge/
Dwarf Fortress,PC,2006-08-08,Bay 12 Games,Bay 12 Games,Management,93.0,12.0,8.5,259.0,/game/dwarf-fortress/
Dyad (2012),PlayStation 3,2012-07-17,Right Square Bracket Left Square Bracket Games,SCEA,Future Racing,82.0,33.0,6.0,52.0,/game/dyad-2012/
Dying Light,Xbox One,2015-01-27,Techland,Warner Bros. Interactive Entertainment,Survival,74.0,58.0,8.1,2183.0,/game/dying-light/
Dying Light 2 Stay Human,Xbox One,2022-02-04,Techland,Techland,Survival,76.0,65.0,5.1,4041.0,/game/dying-light-2-stay-human/
Dying Light 2 Stay Human: Bloody Ties,PC,2022-11-10,Techland,Techland,Survival,59.0,7.0,3.5,12.0,/game/dying-light-2-stay-human-bloody-ties/
Dying Light: Platinum Edition,PC,2021-10-19,Techland,Techland,Survival,78.0,21.0,8.3,74.0,/game/dying-light-platinum-edition/
Dying Light: The Following,PlayStation 4,2016-02-06,Techland,Warner Bros. Interactive Entertainment,Survival,79.0,34.0,8.3,225.0,/game/dying-light-the-following/
Dying: Reborn,PlayStation 4,2017-02-28,Nekcom,Oasis Games,First-Person Adventure,38.0,17.0,5.2,33.0,/game/dying-reborn/
Dynasty Tactics,PlayStation 2,2002-09-17,Koei,Koei,Turn-Based Strategy,79.0,14.0,5.9,13.0,/game/dynasty-tactics/
Dynasty Tactics 2,PlayStation 2,2003-09-23,Koei,Koei,Turn-Based Strategy,78.0,18.0,7.5,13.0,/game/dynasty-tactics-2/
Dynasty Warriors (Psp),PSP,2005-03-16,Omega Force,Koei,3D Beat-'Em-Up,62.0,26.0,5.9,11.0,/game/dynasty-warriors-psp/
Dynasty Warriors 2,PlayStation 2,2000-10-25,Omega Force,Koei,3D Beat-'Em-Up,75.0,17.0,8.1,30.0,/game/dynasty-warriors-2/
Dynasty Warriors 3,PlayStation 2,2001-11-26,Omega Force,Koei,3D Beat-'Em-Up,78.0,17.0,7.9,51.0,/game/dynasty-warriors-3/
Dynasty Warriors 3: Xtreme Legends,PlayStation 2,2003-01-11,Omega Force,Koei,3D Beat-'Em-Up,72.0,16.0,5.2,14.0,/game/dynasty-warriors-3-xtreme-legends/
Dynasty Warriors 4,Xbox,2003-03-25,Omega Force,Koei,3D Beat-'Em-Up,78.0,24.0,7.4,68.0,/game/dynasty-warriors-4/
Dynasty Warriors 4: Empires,PlayStation 2,2004-08-31,Omega Force,Koei,3D Beat-'Em-Up,71.0,29.0,6.7,11.0,/game/dynasty-warriors-4-empires/
Dynasty Warriors 5,PlayStation 2,2005-03-29,Omega Force,Koei,3D Beat-'Em-Up,69.0,29.0,7.8,35.0,/game/dynasty-warriors-5/
Dynasty Warriors 5 Empires,PlayStation 2,2006-03-28,Omega Force,Koei,3D Beat-'Em-Up,61.0,40.0,7.5,13.0,/game/dynasty-warriors-5-empires/
Dynasty Warriors 5: Xtreme Legends,PlayStation 2,2005-11-16,Omega Force,Koei,3D Beat-'Em-Up,57.0,22.0,5.8,12.0,/game/dynasty-warriors-5-xtreme-legends/
Dynasty Warriors 6,PlayStation 3,2008-02-19,Omega Force,Koei,3D Beat-'Em-Up,60.0,42.0,7.0,19.0,/game/dynasty-warriors-6/
Dynasty Warriors 6 Empires,PlayStation 3,2009-06-23,Omega Force,Koei,3D Beat-'Em-Up,59.0,24.0,6.6,12.0,/game/dynasty-warriors-6-empires/
Dynasty Warriors 7,Xbox 360,2011-03-29,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,57.0,25.0,7.3,70.0,/game/dynasty-warriors-7/
Dynasty Warriors 7 Empires,PlayStation 3,2013-02-26,Omega Force,Tecmo Koei Games,3D Beat-'Em-Up,63.0,20.0,8.0,22.0,/game/dynasty-warriors-7-empires/
Dynasty Warriors 7: Xtreme Legends,PlayStation 3,2011-11-15,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,64.0,11.0,7.3,15.0,/game/dynasty-warriors-7-xtreme-legends/
Dynasty Warriors 8,PlayStation 3,2013-07-16,Omega Force,Tecmo Koei Games,3D Beat-'Em-Up,68.0,26.0,8.0,85.0,/game/dynasty-warriors-8/
Dynasty Warriors 8 Empires,PlayStation 4,2015-02-24,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,63.0,30.0,7.1,74.0,/game/dynasty-warriors-8-empires/
Dynasty Warriors 8: Xtreme Legends - Complete Edition,Nintendo Switch,2014-03-25,Omega Force,Tecmo Koei Games,3D Beat-'Em-Up,69.0,30.0,7.9,200.0,/game/dynasty-warriors-8-xtreme-legends-complete-edition/
Dynasty Warriors 9 Empires,Nintendo Switch,2022-02-15,Koei Tecmo Games,Koei Tecmo Games,3D Beat-'Em-Up,61.0,34.0,7.7,543.0,/game/dynasty-warriors-9-empires/
Dynasty Warriors Advance,Game Boy Advance,2005-08-29,Koei,Nintendo,3D Beat-'Em-Up,56.0,22.0,6.0,,/game/dynasty-warriors-advance/
Dynasty Warriors Ds: Fighter'S Battle,DS,2007-07-25,Studio Fake,Koei,3D Beat-'Em-Up,56.0,17.0,6.0,5.0,/game/dynasty-warriors-ds-fighters-battle/
Dynasty Warriors Next,PlayStation Vita,2012-02-21,Omega Force,Tecmo Koei Games,3D Beat-'Em-Up,67.0,35.0,7.6,76.0,/game/dynasty-warriors-next/
Dynasty Warriors Vol. 2,PSP,2006-10-24,Omega Force,Koei,3D Beat-'Em-Up,57.0,28.0,5.3,16.0,/game/dynasty-warriors-vol-2/
Dynasty Warriors: Godseekers,PlayStation 4,2017-01-31,Omega Force,Koei Tecmo Games,Turn-Based Tactics,70.0,29.0,8.2,42.0,/game/dynasty-warriors-godseekers/
Dynasty Warriors: Gundam,PlayStation 3,2007-08-28,Omega Force,Namco Bandai Games,3D Beat-'Em-Up,55.0,34.0,6.0,10.0,/game/dynasty-warriors-gundam/
Dynasty Warriors: Gundam 2,Xbox 360,2009-04-21,Omega Force,Namco Bandai Games,3D Beat-'Em-Up,49.0,30.0,5.9,13.0,/game/dynasty-warriors-gundam-2/
Dynasty Warriors: Gundam 3,PlayStation 3,2011-06-28,Omega Force,Namco Bandai Games,3D Beat-'Em-Up,65.0,27.0,7.8,25.0,/game/dynasty-warriors-gundam-3/
Dynasty Warriors: Gundam Reborn,PlayStation 3,2014-07-01,Omega Force,Bandai Namco Games,3D Beat-'Em-Up,64.0,35.0,7.6,34.0,/game/dynasty-warriors-gundam-reborn/
Dynasty Warriors: Strikeforce,PSP,2009-04-28,Omega Force,Koei,3D Beat-'Em-Up,65.0,28.0,7.4,12.0,/game/dynasty-warriors-strikeforce/
Dyscourse,PC,2015-03-25,Owlchemy Labs,Owlchemy Labs,Adventure,71.0,9.0,4.9,22.0,/game/dyscourse/
E.T. Armies,PC,2016-03-03,Raspina Studio,Merge Games,FPS,54.0,12.0,7.0,44.0,/game/et-armies/
E.Y.E: Divine Cybermancy,PC,2011-07-29,Streum On Studio,Streum On Studio,Western RPG,61.0,22.0,6.9,188.0,/game/eye-divine-cybermancy/
Ea Playground,Wii,2007-10-22,EA Canada,Electronic Arts,Sports,66.0,32.0,6.9,8.0,/game/ea-playground/
Ea Replay,PSP,2006-11-14,Team Fusion,Electronic Arts,Compilation,56.0,19.0,6.0,,/game/ea-replay/
Ea Sports Ufc 4,PlayStation 4,2020-08-14,EA Vancouver,Electronic Arts,Combat Sport,78.0,47.0,2.0,606.0,/game/ea-sports-ufc-4/
Ea Sports Ufc 5,PlayStation 5,2023-10-27,EA Vancouver,Electronic Arts,Combat Sport,78.0,35.0,2.8,115.0,/game/ea-sports-ufc-5/
Ea Sports Active,Wii,2009-05-19,EA Canada,EA Sports,Exercise,81.0,27.0,5.1,8.0,/game/ea-sports-active/
Ea Sports Active 2,Wii,2010-11-16,EA Canada,EA Sports,Exercise,68.0,21.0,6.3,11.0,/game/ea-sports-active-2/
Ea Sports Active More Workouts,Wii,2009-11-17,Electronic Arts,Electronic Arts,Exercise,80.0,15.0,,,/game/ea-sports-active-more-workouts/
Ea Sports Fc 24,PC,2023-09-29,EA Canada,Electronic Arts,Soccer Sim,75.0,76.0,2.3,1011.0,/game/ea-sports-fc-24/
Ea Sports Mma,PlayStation 3,2010-10-19,EA Tiburon,EA Sports,Combat Sport,79.0,63.0,8.0,55.0,/game/ea-sports-mma/
Ea Sports Pga Tour,PlayStation 5,2023-04-04,EA Tiburon,Electronic Arts,Golf Sim,76.0,31.0,6.2,75.0,/game/ea-sports-pga-tour/
Ea Sports Ufc,Xbox One,2014-06-17,EA Sports,Electronic Arts,Combat Sport,70.0,57.0,6.1,300.0,/game/ea-sports-ufc/
Ea Sports Ufc 2,Xbox One,2016-03-15,EA Sports,EA Sports,Combat Sport,76.0,42.0,5.6,99.0,/game/ea-sports-ufc-2/
Ea Sports Ufc 3,Xbox One,2018-01-30,EA Sports,Electronic Arts,Combat Sport,75.0,57.0,4.3,311.0,/game/ea-sports-ufc-3/
Ea Sports Wrc,PlayStation 5,2023-11-03,Codemasters,Electronic Arts,Auto Racing Sim,80.0,22.0,6.4,82.0,/game/ea-sports-wrc/
Earthlock: Festival Of Magic,PC,2017-01-27,Snow Castle Games,Snow Castle Games,JRPG,56.0,13.0,6.2,5.0,/game/earthlock-festival-of-magic/
Echo (2017),PlayStation 4,2017-10-10,Ultra Ultra,Ultra Ultra,Action Adventure,79.0,24.0,7.2,26.0,/game/echo-2017/
Ecw Anarchy Rulz,Dreamcast,2000-11-28,Acclaim Studios Salt Lake City,Acclaim,Wrestling,38.0,8.0,6.6,7.0,/game/ecw-anarchy-rulz/
Edengate: The Edge Of Life,PC,2022-11-29,Hook Games,Hook Games,Third-Person Adventure,,,,,https://www.metacritic.com/game/edengate-the-edge-of-life
Egglia Rebirth,Nintendo Switch,2022-02-10,Brownies,Brownies,JRPG,65.0,11.0,,,/game/egglia-rebirth/
Elex Ii,PC,2022-03-01,Piranha Bytes,THQ Nordic,Western RPG,64.0,24.0,7.0,136.0,/game/elex-ii/
Ender Lilies: Quietus Of The Knights,PC,2021-06-22,Live Wire,Binary Haze Interactive,Metroidvania,86.0,28.0,8.4,156.0,/game/ender-lilies-quietus-of-the-knights/
Ender Magnolia: Bloom In The Mist,Nintendo Switch,,Live Wire,Binary Haze Interactive,Metroidvania,,,,,https://www.metacritic.com/game/ender-magnolia-bloom-in-the-mist
Eoe: Eve Of Extinction,PlayStation 2,2002-02-26,Yuke's,Eidos Interactive,Action Adventure,57.0,28.0,7.7,6.0,/game/eoe-eve-of-extinction/
Eqqo,Nintendo Switch,2020-02-07,Parallel Studio,Nakana.io,Point-and-Click,66.0,11.0,5.6,11.0,/game/eqqo/
Er (2005),PC,2005-05-31,Legacy Interactive,Legacy Interactive,Virtual Life,60.0,23.0,,,/game/er-2005/
Espn College Hoops,Xbox,2003-11-13,Visual Concepts,Sega,Basketball Sim,80.0,15.0,,,/game/espn-college-hoops/
Espn College Hoops 2K5,PlayStation 2,2004-11-17,Visual Concepts,Sega,Basketball Sim,86.0,18.0,6.0,,/game/espn-college-hoops-2k5/
Espn Final Round Golf 2002,Game Boy Advance,2001-08-28,Konami Computer Entertainment Nagoya,Konami,Golf Sim,70.0,10.0,,,/game/espn-final-round-golf-2002/
Espn Great Outdoor Games Bass 2002,Game Boy Advance,2001-11-29,KCEO,Konami,Fishing,57.0,7.0,,,/game/espn-great-outdoor-games-bass-2002/
Espn International Track & Field,PlayStation 2,2000-10-25,KCEO,Konami,Athletics,72.0,16.0,,,/game/espn-international-track-and-field/
Espn International Winter Sports 2002,Game Boy Advance,2002-01-28,Konami,Konami,Athletics,62.0,13.0,,,/game/espn-international-winter-sports-2002/
Espn Mls Extratime,PlayStation 2,2001-04-16,Konami Computer Entertainment Hawaii,Konami,Soccer Sim,77.0,8.0,,,/game/espn-mls-extratime/
Espn Nba 2K5,Xbox,2004-09-28,Visual Concepts,Sega,Basketball Sim,85.0,28.0,5.1,8.0,/game/espn-nba-2k5/
Espn Nba 2Night,Dreamcast,2001-02-13,Konami,Konami,Basketball Sim,62.0,8.0,,,/game/espn-nba-2night/
Espn Nba 2Night 2002,Xbox,2002-02-25,Konami,Konami,Basketball Sim,59.0,13.0,,,/game/espn-nba-2night-2002/
Espn Nba Basketball,PlayStation 2,2003-10-21,Visual Concepts,Sega,Basketball Sim,89.0,18.0,6.1,7.0,/game/espn-nba-basketball/
Espn Nfl 2K5,Xbox,2004-07-20,Visual Concepts,Sega,Football Sim,92.0,42.0,6.7,66.0,/game/espn-nfl-2k5/
Espn Nfl Football,PlayStation 2,2003-09-03,Visual Concepts,Sega,Football Sim,91.0,25.0,1.9,14.0,/game/espn-nfl-football/
Espn Nfl Primetime 2002,PlayStation 2,2002-01-22,Farsight Technologies,Konami,Football Sim,57.0,10.0,,,/game/espn-nfl-primetime-2002/
Espn Nhl 2K5,PlayStation 2,2004-08-30,Kush Games,Sega,Hockey Sim,88.0,32.0,6.6,10.0,/game/espn-nhl-2k5/
Espn Nhl Hockey,PlayStation 2,2003-09-09,Kush Games,Sega,Hockey Sim,88.0,25.0,2.0,,/game/espn-nhl-hockey/
Espn National Hockey Night,PlayStation 2,2001-03-25,KCEO,Konami,Hockey Sim,44.0,10.0,,,/game/espn-national-hockey-night/
Espn Sports Connection,Wii U,2012-11-13,Ubisoft,Ubisoft,Athletics,31.0,13.0,4.0,27.0,/game/espn-sports-connection/
Espn Winter X-Games Snowboarding,PlayStation 2,2000-10-24,Konami,Konami,Skiing,73.0,12.0,,,/game/espn-winter-x-games-snowboarding/
Espn Winter X-Games Snowboarding 2002,PlayStation 2,2002-01-14,Konami,Konami,Skiing,64.0,14.0,7.0,,/game/espn-winter-x-games-snowboarding-2002/
Espn X Games Skateboarding,PlayStation 2,2001-08-13,KCEO,Konami,Skating,58.0,15.0,,,/game/espn-x-games-skateboarding/
Ether One,PC,2014-03-25,White Paper Games,White Paper Games,First-Person Adventure,82.0,20.0,6.4,55.0,/game/ether-one/
Eve Online,PC,2003-05-06,CCP,Simon & Schuster,MMORPG,69.0,22.0,6.7,308.0,/game/eve-online/
Eve Online: Empyrean Age,PC,2008-06-10,CCP,CCP,MMORPG,,,,,https://www.metacritic.com/game/eve-online-empyrean-age
Eve Online: Exodus,PC,2004-11-17,CCP,CCP,MMORPG,4.3,15.0,,,https://www.metacritic.com/game/eve-online-exodus
Eve Online: Quantum Rise,PC,2008-11-14,CCP,CCP,MMORPG,,,,,https://www.metacritic.com/game/eve-online-quantum-rise
Eve Online: Revelations,PC,2006-12-06,CCP,CCP,MMORPG,5.4,7.0,,,https://www.metacritic.com/game/eve-online-revelations
Eve Online: Revelations Ii,PC,2007-06-20,CCP,CCP,MMORPG,,,,,https://www.metacritic.com/game/eve-online-revelations-ii
Eve Online: Special Edition,PC,2009-03-10,CCP,Atari SA,Compilation,88.0,9.0,7.2,221.0,/game/eve-online-special-edition/
Eve Online: Trinity,PC,2007-12-05,CCP,CCP,MMORPG,,,,,https://www.metacritic.com/game/eve-online-trinity
Eve: Gunjack,PC,2016-10-13,CCP,CCP,Light Gun,60.0,10.0,6.6,17.0,/game/eve-gunjack/
Eve: Valkyrie,PC,2016-10-13,CCP,Sony Interactive Entertainment,Space Combat Sim,71.0,29.0,7.0,64.0,/game/eve-valkyrie/
Everspace,PC,2017-05-25,ROCKFISH Games,ROCKFISH Games,Space Combat Sim,79.0,19.0,7.6,85.0,/game/everspace/
Everspace 2,PC,2023-04-06,ROCKFISH Games,ROCKFISH Games,Space Combat Sim,81.0,40.0,7.9,75.0,/game/everspace-2/
Everspace: Stellar Edition,Nintendo Switch,2018-12-11,ROCKFISH Games,ROCKFISH Games,Space Combat Sim,78.0,16.0,7.5,27.0,/game/everspace-stellar-edition/
Eador: Masters Of The Broken World,PC,2013-04-19,Snowbird Game Studios,Snowbird Game Studios,Turn-Based Strategy,74.0,19.0,7.2,222.0,/game/eador-masters-of-the-broken-world/
Eagle Eye Golf,PlayStation 2,2006-10-10,Nippon Telenet,Aksys Games,Golf Sim,58.0,11.0,,,/game/eagle-eye-golf/
Eagle Flight,PlayStation 4,2016-11-08,FunHouse,Ubisoft,Aircraft Combat Sim,73.0,36.0,6.8,52.0,/game/eagle-flight/
Earache Extreme Metal Racing,PlayStation 2,2006-09-22,Metro3D,Metro3D,Vehicle Combat Sim,,,,,https://www.metacritic.com/game/earache-extreme-metal-racing
Earth & Beyond,PC,2002-09-02,Westwood Studios,Electronic Arts,MMORPG,82.0,24.0,6.0,5.0,/game/earth-and-beyond/
Earth 2150,PC,2000-12-01,TopWare Interactive,SSI,Command RTS,78.0,22.0,8.3,64.0,/game/earth-2150/
Earth 2150: Lost Souls,PC,2002-09-09,Zuxxez,Strategy First,Command RTS,67.0,11.0,6.8,18.0,/game/earth-2150-lost-souls/
Earth 2160,PC,2005-11-16,Reality Pump,Midway,Real-Time Strategy,73.0,31.0,6.4,42.0,/game/earth-2160/
Earth Atlantis,Nintendo Switch,2017-10-05,Pixel Perfex,Headup Games,Horizontal Shoot-'Em-Up,71.0,12.0,7.0,18.0,/game/earth-atlantis/
Earth Defense Force 2017,Xbox 360,2007-03-20,Sandlot,D3Publisher,Third Person Shooter,69.0,55.0,7.6,41.0,/game/earth-defense-force-2017/
Earth Defense Force 2017 Portable,PlayStation Vita,2013-01-08,Sandlot,D3Publisher,Third Person Shooter,68.0,36.0,7.6,33.0,/game/earth-defense-force-2017-portable/
Earth Defense Force 2025,Xbox 360,2014-02-18,Sandlot,D3Publisher,Third Person Shooter,69.0,28.0,7.5,62.0,/game/earth-defense-force-4/
Earth Defense Force 2: Invaders From Planet Space,Nintendo Switch,2015-12-08,Sandlot,XSEED Games,Third Person Shooter,72.0,20.0,8.2,24.0,/game/earth-defense-force-2-invaders-from-planet-space/
Earth Defense Force 4.1: The Shadow Of New Despair,PlayStation 4,2015-12-08,Sandlot,XSEED Games,Third Person Shooter,64.0,40.0,7.3,79.0,/game/earth-defense-force-41-the-shadow-of-new-despair/
Earth Defense Force 5,PlayStation 4,2018-12-11,Sandlot,D3Publisher,Third Person Shooter,72.0,44.0,7.5,43.0,/game/earth-defense-force-5/
Earth Defense Force: Insect Armageddon,PlayStation 3,2011-07-01,Vicious Cycle,D3Publisher,Third Person Shooter,68.0,40.0,8.0,48.0,/game/earth-defense-force-insect-armageddon/
Earth Defense Force: Iron Rain,PlayStation 4,2019-04-11,Yuke's,D3Publisher,Third Person Shooter,69.0,50.0,5.4,45.0,/game/earth-defense-force-iron-rain/
Earth Defense Force: World Brothers,Nintendo Switch,2021-05-27,Yuke's,D3Publisher,Third Person Shooter,75.0,13.0,5.6,5.0,/game/earth-defense-force-world-brothers/
Earth'S Dawn,Nintendo Switch,2016-11-01,One or Eight,Rising Star Games,2D Beat-'Em-Up,68.0,12.0,6.9,15.0,/game/earths-dawn/
Earthnight,PlayStation 4,2019-12-03,cleaversoft,cleaversoft,2D Platformer,70.0,15.0,7.2,20.0,/game/earthnight/
