Game_name,Game_platform,Game_release_date,Game_developer,Game_distribution,Game_genre,Critic_score_0_100,Critic_num_reviews,User_score_0_10,User_num_reviews,Link
Dragon Ball Z: Sagas,Xbox,2005-03-22,Avalanche Software,Atari SA,3D Beat-'Em-Up,49.0,13.0,5.8,54.0,/game/dragon-ball-z-sagas/
Dragon Ball Z: Shin Budokai,PSP,2006-03-07,Dimps Corporation,Atari SA,3D Fighting,70.0,21.0,7.6,30.0,/game/dragon-ball-z-shin-budokai/
Dragon Ball Z: Supersonic Warriors,Game Boy Advance,2004-06-22,Cavia Inc.,Atari SA,2D Fighting,73.0,26.0,7.4,32.0,/game/dragon-ball-z-supersonic-warriors/
Dragon Ball Z: Supersonic Warriors 2,DS,2005-11-20,Arc System Works,Atari SA,2D Fighting,66.0,13.0,7.5,32.0,/game/dragon-ball-z-supersonic-warriors-2/
Dragon Ball Z: Taiketsu,Game Boy Advance,2003-11-24,Webfoot Technologies,Atari SA,2D Fighting,40.0,23.0,4.9,16.0,/game/dragon-ball-z-taiketsu/
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010-10-19,Spike,Namco Bandai Games,3D Fighting,63.0,22.0,8.5,44.0,/game/dragon-ball-z-tenkaichi-tag-team/
Dragon Ball Z: The Legacy Of Goku,Game Boy Advance,2002-05-14,Webfoot Technologies,Infogrames,Action RPG,53.0,15.0,6.3,28.0,/game/dragon-ball-z-the-legacy-of-goku/
Dragon Ball Z: The Legacy Of Goku Ii,Game Boy Advance,2003-06-17,Webfoot Technologies,Atari SA,Action RPG,75.0,21.0,8.5,50.0,/game/dragon-ball-z-the-legacy-of-goku-ii/
Dragon Ball Z: Ultimate Battle 22,PlayStation,2003-03-25,TOSE,Infogrames,2D Fighting,25.0,9.0,5.0,52.0,/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Tenkaichi,PlayStation 3,2011-10-25,Spike,Namco Bandai Games,3D Fighting,58.0,26.0,5.3,118.0,/game/dragon-ball-z-ultimate-tenkaichi/
Dragon Ball: Advanced Adventure,Game Boy Advance,2006-06-06,Dimps Corporation,Atari SA,2D Beat-'Em-Up,75.0,7.0,8.4,37.0,/game/dragon-ball-advanced-adventure/
Dragon Ball: Evolution,PSP,2009-04-08,Dimps Corporation,Namco Bandai Games,3D Fighting,28.0,16.0,1.5,69.0,/game/dragon-ball-evolution/
Dragon Ball: Fusions,3DS,2016-11-22,Ganbarion,Bandai Namco Games,Trainer RPG,72.0,37.0,8.0,74.0,/game/dragon-ball-fusions/
Dragon Ball: Origins,DS,2008-11-04,Game Republic,Atari SA,Action Adventure,78.0,18.0,7.4,25.0,/game/dragon-ball-origins/
Dragon Ball: Origins 2,DS,2010-06-22,Game Republic,Namco Bandai Games,Action Adventure,70.0,22.0,7.0,14.0,/game/dragon-ball-origins-2/
Dragon Ball: Raging Blast,PlayStation 3,2009-11-10,Spike,Namco Bandai Games,3D Fighting,56.0,29.0,6.9,32.0,/game/dragon-ball-raging-blast/
Dragon Ball: Raging Blast 2,PlayStation 3,2010-11-02,Spike,Namco Bandai Games,3D Fighting,57.0,33.0,7.4,58.0,/game/dragon-ball-raging-blast-2/
Dragon Ball: Revenge Of King Piccolo,Wii,2009-10-20,Media.Vision,Namco Bandai Games,2D Beat-'Em-Up,65.0,25.0,7.4,16.0,/game/dragon-ball-revenge-of-king-piccolo/
Dragon Ball: Sparking! Zero,PlayStation 5,,Spike Chunsoft,Bandai Namco Games,3D Fighting,,,,,https://www.metacritic.com/game/dragon-ball-sparking-zero
Dragon Ball: The Breakers,PC,2022-10-14,Dimps Corporation,Bandai Namco Games,Action Adventure,53.0,10.0,4.7,33.0,/game/dragon-ball-the-breakers/
Dragon Ball: Xenoverse,PlayStation 3,2015-02-24,Dimps Corporation,Bandai Namco Games,3D Fighting,69.0,50.0,7.6,719.0,/game/dragon-ball-xenoverse/
Dragon Ball: Xenoverse 2,PlayStation 4,2016-10-25,Dimps Corporation,Bandai Namco Games,3D Fighting,72.0,58.0,7.4,335.0,/game/dragon-ball-xenoverse-2/
Dragon Blade: Wrath Of Fire,Wii,2007-09-25,D3Publisher,D3Publisher,2D Beat-'Em-Up,51.0,19.0,5.7,6.0,/game/dragon-blade-wrath-of-fire/
Dragon Booster,DS,2005-12-07,Konami Computer Entertainment Hawaii,Konami,Rail Shooter,33.0,14.0,,,/game/dragon-booster/
Dragon Buster,Nintendo Switch,2021-12-09,Hamster,Hamster,2D Platformer,,,,,https://www.metacritic.com/game/arcade-archives-dragon-buster
Dragon Marked For Death,Nintendo Switch,2019-01-29,Inti Creates,Inti Creates,Action RPG,69.0,22.0,7.0,51.0,/game/dragon-marked-for-death/
Dragon Quest,PlayStation 4,2019-09-27,Square Enix,Square Enix,JRPG,63.0,10.0,7.0,26.0,/game/dragon-quest-1986/
Dragon Quest Builders,PlayStation 4,2016-10-11,Square Enix,Square Enix,Sandbox,83.0,77.0,8.0,233.0,/game/dragon-quest-builders/
Dragon Quest Builders 2,Nintendo Switch,2019-07-12,Omega Force,Square Enix,Sandbox,86.0,64.0,7.9,147.0,/game/dragon-quest-builders-2/
Dragon Quest Heroes Ii,PlayStation 4,2017-04-25,Omega Force,Square Enix,3D Beat-'Em-Up,76.0,68.0,7.6,83.0,/game/dragon-quest-heroes-ii/
Dragon Quest Heroes: Rocket Slime,DS,2006-09-19,TOSE,Square Enix,Open-World Action,83.0,41.0,8.0,33.0,/game/dragon-quest-heroes-rocket-slime/
Dragon Quest Heroes: The World Tree'S Woe And The Blight Below,PlayStation 4,2015-10-13,Omega Force,Square Enix,3D Beat-'Em-Up,77.0,75.0,7.5,260.0,/game/dragon-quest-heroes/
Dragon Quest Ii,PlayStation 4,2019-09-27,Square Enix,Square Enix,JRPG,60.0,9.0,5.7,19.0,/game/dragon-quest-ii/
Dragon Quest Iii,iOS (iPhone/iPad),2019-09-27,Square Enix,Square Enix,JRPG,71.0,9.0,7.1,18.0,/game/dragon-quest-iii/
Dragon Quest Iv: Chapters Of The Chosen,DS,2008-09-16,ArtePiazza,Square Enix,JRPG,80.0,44.0,8.0,60.0,/game/dragon-quest-iv-chapters-of-the-chosen/
Dragon Quest Ix: Sentinels Of The Starry Skies,DS,2010-07-11,Level 5,Nintendo,JRPG,87.0,65.0,8.5,255.0,/game/dragon-quest-ix-sentinels-of-the-starry-skies/
Dragon Quest Monsters: Joker,DS,2007-11-06,TOSE,Square Enix,Trainer RPG,75.0,30.0,7.0,26.0,/game/dragon-quest-monsters-joker/
Dragon Quest Monsters: Joker 2,DS,2011-09-19,TOSE,Nintendo,Trainer RPG,77.0,33.0,7.9,30.0,/game/dragon-quest-monsters-joker-2/
Dragon Quest Monsters: The Dark Prince,Nintendo Switch,2023-01-12,Armor Project,Square Enix,Trainer RPG,72.0,38.0,8.3,104.0,/game/dragon-quest-monsters-the-dark-prince/
Dragon Quest Swords: The Masked Queen And The Tower Of Mirrors,Wii,2008-02-19,Genius Sonority Inc.,Square Enix,JRPG,65.0,43.0,5.8,23.0,/game/dragon-quest-swords-the-masked-queen-and-the-towe/
Dragon Quest Treasures,Nintendo Switch,2022-12-09,TOSE,Square Enix,JRPG,72.0,60.0,6.1,72.0,/game/dragon-quest-treasures/
Dragon Quest V: Hand Of The Heavenly Bride,DS,2009-02-16,ArtePiazza,Square Enix,JRPG,84.0,46.0,8.7,93.0,/game/dragon-quest-v-hand-of-the-heavenly-bride/
Dragon Quest Vi: Realms Of Revelation,iOS (iPhone/iPad),2011-02-14,ArtePiazza,Nintendo,JRPG,78.0,41.0,8.2,50.0,/game/dragon-quest-vi-realms-of-revelation/
Dragon Quest Vii: Fragments Of The Forgotten Past,iOS (iPhone/iPad),2016-09-16,ArtePiazza,Nintendo,JRPG,81.0,58.0,8.1,160.0,/game/dragon-quest-vii-fragments-of-the-forgotten-past/
Dragon Quest Viii: Journey Of The Cursed King,PlayStation 2,2005-11-15,Level 5,Square Enix,JRPG,89.0,63.0,8.7,324.0,/game/dragon-quest-viii-journey-of-the-cursed-king/
Dragon Quest Wars,DS,2009-09-28,Intelligent Systems,Square Enix,Turn-Based Strategy,83.0,8.0,5.3,14.0,/game/dragon-quest-wars/
Dragon Quest Xi S: Echoes Of An Elusive Age - Definitive Edition,Nintendo Switch,2019-09-27,Square Enix,Nintendo,JRPG,91.0,51.0,8.6,830.0,/game/dragon-quest-xi-s-echoes-of-an-elusive-age/
Dragon Quest Xi: Echoes Of An Elusive Age,PlayStation 4,2018-09-04,Square Enix,Square Enix,JRPG,86.0,93.0,8.6,998.0,/game/dragon-quest-xi-echoes-of-an-elusive-age/
Dragon Quest Xii: The Flames Of Fate,Nintendo Switch,,Square Enix,Square Enix,JRPG,,,,,https://www.metacritic.com/game/dragon-quest-xii-the-flames-of-fate
Dragon Rage (2001),PlayStation 2,2001-11-27,3DO,3DO,Third Person Shooter,50.0,9.0,4.6,5.0,/game/dragon-rage-2001/
Dragon Saber,Nintendo Switch,2022-07-14,Hamster,Hamster,Vertical Shoot-'Em-Up,,,,,https://www.metacritic.com/game/arcade-archives-dragon-saber
Dragon Spirit,Nintendo Switch,2022-03-03,Hamster,Hamster,Vertical Shoot-'Em-Up,,,,,https://www.metacritic.com/game/arcade-archives-dragon-spirit
Dragon Star Varnir,PlayStation 4,2019-06-11,Compile Heart,Idea Factory,JRPG,75.0,15.0,6.8,36.0,/game/dragon-star-varnir/
Dragon Throne: Battle Of Red Cliffs,PC,2002-03-26,Object,Strategy First,Real-Time Strategy,60.0,9.0,,,/game/dragon-throne-battle-of-red-cliffs/
Dragon Valor,PlayStation,2000-10-16,Namco,Namco,Action RPG,57.0,9.0,8.6,26.0,/game/dragon-valor/
Dragon'S Crown,PlayStation Vita,2013-08-06,Vanillaware,Atlus,Action RPG,82.0,62.0,8.2,323.0,/game/dragons-crown/
Dragon'S Dogma,Xbox 360,2012-05-22,Capcom,Capcom,Action RPG,75.0,59.0,7.9,366.0,/game/dragons-dogma/
Dragon'S Dogma 2,PlayStation 5,2024-03-22,Capcom,Capcom,Action RPG,87.0,66.0,6.2,511.0,/game/dragons-dogma-2/
Dragon'S Dogma: Dark Arisen,PlayStation 3,2016-01-15,QLOC,Capcom,Action RPG,81.0,63.0,8.0,711.0,/game/dragons-dogma-dark-arisen/
Dragon'S Hoard,PC,2023-06-01,kreg,kreg,MMORPG,,,,,https://www.metacritic.com/game/dragons-hoard
Dragon'S Lair,PC,2012-05-18,Digital Leisure,Digital Leisure,Arcade,41.0,18.0,5.9,19.0,/game/dragons-lair/
Dragon'S Lair 3D: Return To The Lair,PlayStation 2,2002-11-18,Dragonstone Software,Ubisoft,Linear Action Adventure,62.0,27.0,6.3,,/game/dragons-lair-3d-return-to-the-lair/
Dragon'S Rock,Game Boy Advance,2006-11-14,Independent Arts,East Entertainment Media,2D Platformer,,,,,https://www.metacritic.com/game/dragons-rock
Dragoneer'S Aria,PSP,2007-08-21,Hit Maker,NIS America,JRPG,56.0,30.0,6.4,5.0,/game/dragoneers-aria/
Dragonia,PC,2017-05-29,ROI.INC,SakuraGame,Top-Down Shoot-'Em-Up,,,,,https://www.metacritic.com/game/dragonia
Dragonriders: Chronicles Of Pern,Dreamcast,2001-08-13,Ubisoft,Red Storm Entertainment,RPG,44.0,7.0,5.8,,/game/dragonriders-chronicles-of-pern/
Drakan: The Ancients' Gates,PlayStation 2,2002-01-28,Surreal Software,SCEA,Action Adventure,78.0,31.0,8.2,32.0,/game/drakan-the-ancients-gates/
Drake Hollow,Xbox One,2020-08-28,The Molasses Flood,The Molasses Flood,Action Adventure,75.0,7.0,6.3,27.0,/game/drake-hollow/
Drake Of The 99 Dragons,PC,2003-11-03,Idol FX,Majesco,Third Person Shooter,22.0,16.0,1.7,30.0,/game/drake-of-the-99-dragons/
Drakengard,PlayStation 2,2004-03-02,Cavia Inc.,Square Enix,Action RPG,63.0,55.0,7.8,150.0,/game/drakengard/
Drakengard 2,PlayStation 2,2006-02-14,Cavia Inc.,Ubisoft,Action RPG,58.0,34.0,6.6,59.0,/game/drakengard-2/
Drakengard 3,PlayStation 3,2014-05-20,Access Games,Square Enix,Action RPG,61.0,33.0,8.1,340.0,/game/drakengard-3/
Drakensang: The Dark Eye,PC,2009-02-23,Radon Labs,THQ,Western RPG,75.0,35.0,8.0,131.0,/game/drakensang-the-dark-eye/
Draugen,PC,2019-05-29,Red Thread Games,Red Thread Games,First-Person Adventure,73.0,33.0,6.7,99.0,/game/draugen/
Drawfighters,PlayStation 4,2017-08-01,WildBit Studios,WildBit Studios,2D Fighting,6.7,12.0,,,https://www.metacritic.com/game/drawfighters
Drawn To Death,PlayStation 4,2017-04-04,Sony Interactive Entertainment,Sony Interactive Entertainment,Third Person Shooter,56.0,38.0,5.9,150.0,/game/drawn-to-death/
Drawn To Life,DS,2007-09-10,5TH Cell,THQ,Sandbox,73.0,34.0,7.4,38.0,/game/drawn-to-life/
Drawn To Life: Spongebob Squarepants Edition,DS,2008-09-15,Altron,THQ,Sandbox,68.0,12.0,7.1,10.0,/game/drawn-to-life-spongebob-squarepants-edition/
Drawn To Life: The Next Chapter,Wii,2009-10-27,Planet Moon Studios,THQ,Sandbox,58.0,22.0,5.3,7.0,/game/drawn-to-life-the-next-chapter/
Drawn To Life: Two Realms,PC,2020-12-07,Digital Continue,505 Games,Sandbox,50.0,11.0,4.7,18.0,/game/drawn-to-life-two-realms/
Drayt Empire,PC,2016-07-15,RPG Video,Back To Basics Gaming,JRPG,,,,,https://www.metacritic.com/game/drayt-empire
Dread Nautical,iOS (iPhone/iPad),2020-04-29,Zen Studios,Zen Studios,Roguelike,58.0,7.0,,,/game/dread-nautical/
Dread Templar,PC,2021-09-28,T19 Games,Fulqrum Publishing,FPS,72.0,22.0,7.3,10.0,/game/dread-templar/
Dreadout,PC,2014-05-15,Digital Happiness,Digital Happiness,Survival,55.0,9.0,6.4,108.0,/game/dreadout/
Dreadnought,PC,,B.V.S,Retro Box Game Studio,Top-Down Shoot-'Em-Up,,,,,https://www.metacritic.com/game/dreadnought
Dream (2013),PC,2015-07-31,HyperSloth,Mastertronic,First-Person Adventure,59.0,10.0,5.9,18.0,/game/dream-2013/
Dream Chronicles,iOS (iPhone/iPad),2010-10-20,PlayFirst,Hudson Entertainment,Hidden Object,36.0,9.0,,,/game/dream-chronicles/
Dream Daddy: A Dad Dating Simulator,PC,2017-07-20,Game Grumps,Game Grumps,Virtual Life,72.0,18.0,7.4,108.0,/game/dream-daddy-a-dad-dating-simulator/
Dream Dancer,DS,2009-09-29,CyberPlanet Interactive,Zoo Games,Dancing,,,,,https://www.metacritic.com/game/dream-dancer
Dream Pinball 3D,PC,2008-04-22,TopWare Interactive,SouthPeak Games,Pinball,54.0,8.0,,,/game/dream-pinball-3d/
Dream Trigger 3D,3DS,2011-05-10,"Art Co., Ltd.",D3Publisher,Top-Down Shoot-'Em-Up,54.0,24.0,6.4,30.0,/game/dream-trigger-3d/
Dreamworks & Aardman Flushed Away,PlayStation 2,2006-10-24,Monkey Bar Games,D3Publisher,3D Platformer,43.0,8.0,5.7,6.0,/game/flushed-away/
Dreamworks All-Star Kart Racing,Xbox One,2023-11-03,Bamtang,GameMill Entertainment,Auto Racing,63.0,8.0,8.0,,/game/dreamworks-all-star-kart-racing/
Dreamworks Bee Movie Game,Wii,2007-10-30,Beenox,Activision,Action,71.0,25.0,8.2,37.0,/game/dreamworks-bee-movie-game/
Dreamworks Dragons Dawn Of New Riders,PC,2019-02-15,Climax Studios,Outright Games,Linear Action Adventure,57.0,5.0,4.3,9.0,https://www.metacritic.com/game/dragons-dawn-of-new-riders
Dreamworks How To Train Your Dragon,PlayStation 3,2010-03-23,Etranges Libellules,Activision,Action Adventure,58.0,23.0,8.4,7.0,/game/dreamworks-how-to-train-your-dragon/
Dreamworks Kung Fu Panda,Xbox 360,2008-06-03,"Luxoflux, Inc.",Activision,3D Platformer,75.0,42.0,7.1,42.0,/game/kung-fu-panda/
Dreamworks Kung Fu Panda (2008),DS,2008-04-09,Vicarious Visions,Activision,2D Platformer,71.0,10.0,6.2,6.0,/game/dreamworks-kung-fu-panda-2008/
Dreamworks Kung Fu Panda 2,Xbox 360,2011-05-24,THQ,THQ,Action Adventure,50.0,18.0,4.3,6.0,/game/dreamworks-kung-fu-panda-2/
Dreamworks Kung Fu Panda: Legendary Warriors,Wii,2008-11-05,Artificial Mind and Movement,Activision,Linear Action Adventure,57.0,14.0,,,/game/kung-fu-panda-legendary-warriors/
Dreamworks Madagascar,PlayStation 2,2005-05-24,Toys for Bob,Activision,3D Platformer,71.0,28.0,7.8,12.0,/game/madagascar/
Dreamworks Madagascar 3: The Video Game,Xbox 360,2012-06-05,D3Publisher,D3Publisher,Adventure,45.0,8.0,5.8,12.0,/game/madagascar-3-the-video-game/
Dreamworks Madagascar: Escape 2 Africa,DS,2008-11-04,Toys for Bob,Activision,Action Adventure,62.0,23.0,8.0,8.0,/game/madagascar-escape-2-africa-2008/
Dreamworks Megamind: Ultimate Showdown,Xbox 360,2010-11-02,THQ Studio Australia,THQ,3D Platformer,33.0,7.0,5.5,12.0,/game/dreamworks-megamind-ultimate-showdown/
Dreamworks Monsters Vs. Aliens,PlayStation 3,2009-03-24,Beenox,Activision,Action Adventure,63.0,31.0,6.1,7.0,/game/dreamworks-monsters-vs-aliens/
Dreamworks Over The Hedge,Xbox,2006-05-09,Edge of Reality,Activision,3D Platformer,58.0,29.0,8.4,24.0,/game/dreamworks-over-the-hedge/
Dreamworks Over The Hedge (2006),Game Boy Advance,2006-05-05,Vicarious Visions,Activision,2D Platformer,49.0,11.0,,,/game/dreamworks-over-the-hedge-2006/
Dreamworks Over The Hedge: Hammy Goes Nuts,PSP,2006-11-21,Amaze Entertainment,Activision,3D Platformer,58.0,7.0,7.7,6.0,/game/dreamworks-over-the-hedge-hammy-goes-nuts/
Dreamworks Shark Tale,PlayStation 2,2004-09-27,Edge of Reality,Activision,3D Platformer,69.0,30.0,7.1,8.0,/game/shark-tale/
Dreamworks Shark Tale (2004),Game Boy Advance,2004-09-27,Vicarious Visions,Activision,2D Platformer,63.0,8.0,7.8,5.0,/game/dreamworks-shark-tale-2004/
Dreamworks Shrek Forever After,DS,2010-05-18,Xpec,Activision,Action Adventure,62.0,22.0,4.8,13.0,/game/shrek-forever-after/
Dreamworks Shrek Superslam,Game Boy Advance,2005-10-25,Shaba Games,Activision,3D Fighting,67.0,21.0,5.4,36.0,/game/shrek-superslam/
Dreamworks Shrek The Third,PlayStation 2,2007-05-15,7 Studios,Activision,Action Adventure,56.0,37.0,5.0,11.0,/game/shrek-the-third/
Dreamworks Shrek The Third (2007),Game Boy Advance,2007-05-15,Vicarious Visions,Activision,2D Platformer,57.0,8.0,6.6,8.0,/game/dreamworks-shrek-the-third-2007/
Dreamworks Shrek-N-Roll,Xbox 360,2007-11-14,Backbone Entertainment,Activision,Puzzle,49.0,10.0,8.3,,/game/dreamworks-shrek-n-roll/
Dreamworks Voltron Vr Chronicles,PlayStation 4,2017-09-26,Digital Domain,Digital Domain,Action Adventure,67.0,8.0,4.5,8.0,/game/dreamworks-voltron-vr-chronicles/
Dreamcast Collection,PC,2011-02-22,Sega,Sega,Compilation,53.0,31.0,5.3,13.0,/game/dreamcast-collection/
Dreamfall Chapters,PC,2017-05-12,Red Thread Games,Red Thread Games,Third-Person Adventure,67.0,25.0,6.5,46.0,/game/dreamfall-chapters/
Dreamfall Chapters Book One: Reborn,PC,2014-10-21,Red Thread Games,Red Thread Games,Third-Person Adventure,72.0,29.0,7.5,61.0,/game/dreamfall-chapters-book-one-reborn/
Dreamfall Chapters Book Two: Rebels,PC,2015-03-12,Red Thread Games,Red Thread Games,Third-Person Adventure,71.0,8.0,7.8,76.0,/game/dreamfall-chapters-book-two-rebels/
Dreamfall: The Longest Journey,PC,2006-04-17,Funcom,Aspyr,Third-Person Adventure,75.0,45.0,8.3,323.0,/game/dreamfall-the-longest-journey/
Dreaming Sarah,PC,2021-03-05,Asteristic Game Studio,Ratalaika Games,2D Platformer,,,,,https://www.metacritic.com/game/dreaming-sarah
Dreamkiller,Xbox 360,2009-10-12,Mindware Studios,Aspyr,FPS,47.0,9.0,5.5,21.0,/game/dreamkiller/
Dreams,PlayStation 4,2020-02-14,Media Molecule,Sony Interactive Entertainment,Sandbox,89.0,85.0,8.7,1443.0,/game/dreams/
Dreamscaper,PC,2021-08-05,Afterburner Studios,Afterburner Studios,Action RPG,82.0,12.0,6.7,15.0,/game/dreamscaper/
Driftmoon,PC,2012-10-02,Instant Kingdom,Instant Kingdom,RPG,73.0,8.0,7.4,36.0,/game/driftmoon/
Drill Dozer,Game Boy Advance,2006-02-06,Game Freak,Nintendo,2D Platformer,81.0,34.0,8.5,19.0,/game/drill-dozer/
Drink And Girls,PC,2023-05-04,IR Studio,IR Studio,Puzzle,,,,,https://www.metacritic.com/game/drink-and-girls
Drive Girls,PlayStation Vita,2017-09-08,Tamsoft,Aksys Games,Action,39.0,9.0,5.7,13.0,/game/drive-girls/
Drive!Drive!Drive!,PlayStation Vita,2016-12-13,different cloth,Choice Provisions,Auto Racing,59.0,8.0,5.8,6.0,/game/drivedrivedrive/
Driveclub,PlayStation 4,2014-10-07,Evolution Studios,SCEA,Auto Racing Sim,71.0,85.0,6.4,1811.0,/game/driveclub/
Driveclub Bikes,PlayStation 4,2015-10-27,Evolution Studios,SCEA,Auto Racing Sim,79.0,29.0,7.4,129.0,/game/driveclub-bikes/
Driveclub Vr,PlayStation 4,2016-09-21,Evolution Studios,Sony Interactive Entertainment,Auto Racing Sim,66.0,35.0,6.9,136.0,/game/driveclub-vr/
Driven,PlayStation 2,2002-03-30,Bam Entertainment,Bam Entertainment,Auto Racing,55.0,12.0,8.5,,/game/driven/
Driver,PC,1999-06-30,Reflections Interactive,GT Interactive,Auto Racing,87.0,22.0,8.0,180.0,/game/driver/
Driver '76,PSP,2007-05-08,Sumo Digital,Ubisoft,Auto Racing,57.0,28.0,7.1,30.0,/game/driver-76/
Driver 2,PlayStation,2000-11-14,Reflections Interactive,Infogrames,Auto Racing,62.0,14.0,7.4,150.0,/game/driver-2/
Driver 2 Advance,Game Boy Advance,2002-11-04,Sennari Interactive,Infogrames,Auto Racing,73.0,9.0,4.0,6.0,/game/driver-2-advance/
Driver: Parallel Lines,Xbox,2006-03-14,Reflections Interactive,Atari SA,Open-World Action,69.0,41.0,6.7,69.0,/game/driver-parallel-lines/
Driver: Renegade,3DS,2011-09-06,Ubisoft,Ubisoft,Auto Racing,48.0,13.0,5.3,33.0,/game/driver-renegade/
Driver: San Francisco,PlayStation 3,2011-09-06,Ubisoft Reflections,Ubisoft,Auto Racing,80.0,63.0,8.2,207.0,/game/driver-san-francisco/
Driving Emotion Type-S,PlayStation 2,2001-01-29,Escape,Square EA,Auto Racing Sim,55.0,18.0,3.0,6.0,/game/driving-emotion-type-s/
Drome Racers,Game Boy Advance,2002-11-20,Attention To Detail,Lego Media,Auto Racing,57.0,10.0,3.0,,/game/drome-racers/
Drone Tactics,DS,2008-05-12,Success,Atlus,Turn-Based Strategy,74.0,12.0,,,/game/drone-tactics/
Droplitz,Xbox 360,2009-06-24,Blitz Arcade,Atlus,Puzzle,74.0,25.0,,,/game/droplitz/
Dropsy,PC,2015-09-10,"Tendershoot, A Jolly Corpse",Devolver Digital,Point-and-Click,80.0,29.0,7.5,55.0,/game/dropsy/
Drova - Forsaken Kin,PC,,Just2D,Deck 13,Action RPG,,,,,https://www.metacritic.com/game/drova-forsaken-kin
Drox Operative,PC,2012-11-29,Soldak Entertainment,Soldak Entertainment,Action RPG,74.0,7.0,7.2,24.0,/game/drox-operative/
Drug Dealer Simulator,PC,2020-04-16,Byterunners Game Studio,Movie Games,Virtual Career,59.0,9.0,6.4,41.0,/game/drug-dealer-simulator/
Drug Wars (2009),PC,2009-03-17,Paleo Entertainment,Paleo Entertainment,FPS,35.0,9.0,3.8,6.0,/game/drug-wars-2009/
Druidstone: The Secret Of The Menhir Forest,PC,2019-05-15,Ctrl Alt Ninja Ltd.,Ctrl Alt Ninja Ltd.,Western RPG,79.0,10.0,7.1,30.0,/game/druidstone-the-secret-of-the-menhir-forest/
Druuna: Morbus Gravis,PC,2001-11-27,Artematica,Microids,Action Adventure,26.0,7.0,5.5,8.0,/game/druuna-morbus-gravis/
Dry Drowning,PC,2019-08-02,Studio V,VLG,Visual Novel,68.0,11.0,7.9,14.0,/game/dry-drowning/
Dual Blades,Game Boy Advance,2002-10-07,Vivid Image,Metro3D,2D Fighting,61.0,9.0,,,/game/dual-blades/
Dual Hearts,PlayStation 2,2002-09-23,Matrix Software,Atlus,Action RPG,70.0,17.0,6.8,5.0,/game/dual-hearts/
Dualpensports,3DS,2011-06-21,indieszero,Namco Bandai Games,Sports,58.0,11.0,2.1,7.0,/game/dualpensports/
Dubbers Adventure,Wii,,Newrosoft,Lexicon Entertainment,2D Platformer,,,,,https://www.metacritic.com/game/dubbers-adventure
Ducati World Championship,Xbox,2007-09-18,Artematica,Strategy First,Auto Racing Sim,35.0,4.0,4.1,14.0,https://www.metacritic.com/game/ducati-world-championship
Ducati World Racing Challenge,PC,2001-02-09,Attention To Detail,Acclaim,Auto Racing Sim,57.0,9.0,,,/game/ducati-world-racing-challenge/
Duck Game,PC,2019-05-01,Landon Podbielski,Adult Swim,2D Platformer,83.0,9.0,8.1,41.0,/game/duck-game/
Duel Masters,PlayStation 2,2004-11-02,High Voltage Software,Atari SA,Card Battle,66.0,20.0,,,/game/duel-masters/
Duel Masters: Kaijudo Showdown,Game Boy Advance,2004-11-16,Mistic Software,Atari SA,Board,66.0,10.0,,,/game/duel-masters-kaijudo-showdown/
Duel Masters: Sempai Legends,Game Boy Advance,2004-06-01,Mistic Software,Atari SA,Card Battle,69.0,19.0,,,/game/duel-masters-sempai-legends/
Duelyst,PC,2016-08-23,Counterplay Games,Counterplay Games,Turn-Based Strategy,82.0,15.0,7.7,61.0,/game/duelyst/
Duke Assault,PC,,"International Software Values, Inc.",WizardWorks,FPS,,,,,https://www.metacritic.com/game/duke-assault
Duke Nukem 3D,Xbox 360,2008-09-24,3D Realms,3D Realms,FPS,80.0,19.0,8.1,58.0,/game/duke-nukem-3d/
Duke Nukem 3D: 20Th Anniversary World Tour,Xbox One,2016-10-11,Gearbox Software,Gearbox Publishing,FPS,77.0,15.0,7.2,51.0,/game/duke-nukem-3d-20th-anniversary-world-tour/
Duke Nukem 3D: Megaton Edition,PC,2015-01-06,Abstraction Games,Devolver Digital,FPS,69.0,14.0,8.1,46.0,/game/duke-nukem-3d-megaton-edition/
Duke Nukem Advance,Game Boy Advance,2002-08-12,Torus Games,Take-Two Interactive,FPS,81.0,15.0,8.0,13.0,/game/duke-nukem-advance/
Duke Nukem Forever,PC,2011-06-14,3D Realms,2K Games,FPS,49.0,76.0,4.5,505.0,/game/duke-nukem-forever/
Duke Nukem Forever: The Doctor Who Cloned Me,Xbox 360,2011-12-13,Gearbox Software,2K Games,FPS,58.0,8.0,6.9,27.0,/game/duke-nukem-forever-the-doctor-who-cloned-me/
Duke Nukem: Critical Mass,PSP,2011-06-06,"Apogee Software, Ltd.",Deep Silver,2D Platformer,29.0,12.0,3.5,30.0,/game/duke-nukem-critical-mass/
Duke Nukem: Land Of The Babes,PlayStation,2000-09-19,n-Space,Infogrames,Linear Action Adventure,37.0,7.0,6.3,31.0,/game/duke-nukem-land-of-the-babes/
Duke Nukem: Manhattan Project,PC,2002-05-17,Sunstorm Interactive,Arush Entertainment,2D Platformer,78.0,24.0,7.8,66.0,/game/duke-nukem-manhattan-project/
Dull Grey,Xbox One,2021-05-05,Provodnik Games,Sometimes You,Visual Novel,55.0,4.0,,,https://www.metacritic.com/game/dull-grey
